channelId,title,country,publishedAt,subscriberCount,viewCount,videoCount
UC5fy9izAhlANCISUdU8quDg,Newel of Knowledge ,GB,2021-05-02T13:43:47.1946Z,541000,21405652,190
UCvxBqbDEWZCJJA7XUDeFoeA,Sullivan + Associates Clinical Psychology,CA,2018-02-28T19:54:29Z,532000,9476099,136
UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX The Local Station,US,2017-07-03T20:51:48Z,525000,453632543,97151
UC9q1furY0xuW0GzOPaPwt8Q,Anna The Nurse,US,2021-01-21T17:39:14.847403Z,519000,627063366,1193
UCReS29_UUkWBqTfcBsdDp1w,Millie Mclay,GB,2011-10-08T06:36:49Z,519000,735363704,1573
UCBEcQzSjUXZcoeK7_Yy69sA,Creflo Dollar Ministries,US,2009-07-29T21:13:38Z,507000,124667309,5358
UCR_Tzu1r5M9uoNB3CF4Zg3g,Dr Sid Warrier,IN,2010-06-23T02:00:40Z,503000,30492264,652
UCciuZl2ydLCvN5txlLW0rIg,Yoga With Tim,US,2018-01-28T21:41:22Z,501000,52778831,650
UCNZ-eZ6MO75bwbO9CzgTw2w,ABeautifulMindClinic,IN,2012-08-24T06:51:18Z,487000,50039914,749
UCEuMQ0H-7VYfox21BvmjjsQ,The Oregonian,US,2006-10-30T20:30:37Z,481000,373747643,15424
UCfkWb32MVEsAzYtdnv7M-vg,Moore Wellness,,2020-02-08T03:28:52.458843Z,475000,215580520,686
UCQJDFI9j8UeNoqra37p5OkA,Operation Ouch,GB,2016-11-16T15:33:55Z,462000,226794205,886
UCsfYvsdpjzTZyglmse0eolw,Sarah Palmyra,US,2013-10-02T02:52:48Z,462000,345850828,857
UCRks8wB6vgz0E7buP0L_5RQ,Rhesus Medicine,GB,2020-03-01T21:12:22.139288Z,459000,35656476,213
UC-gdeHYGXNGnDD2JEZ35sIQ,"Dr K Neeraja - MD, DM (Neurology)",IN,2022-01-28T06:29:01.032012Z,453000,258629257,259
UCzI8K9xO_5E-4iCP7Km6cRQ,Faye D'Souza,IN,2019-12-05T13:45:13.620947Z,447000,77457700,3465
UCzELyRABcrcP2G5hzLu2aFQ,Dr.Varun Kanwadia,IN,2008-06-12T18:32:06Z,441000,20524254,447
UCm5XH0OSe0rduxEfblgSNFg,I AM with Dhanya Varma,IN,2019-02-08T08:11:04Z,432000,160319839,1046
UC0InVdvqNyNzKBl1-TL348A,Apollo Hospitals,IN,2008-10-28T14:04:35Z,407000,165519348,4070
UC8TikOjFoYElzb8ILaXTyfg,Abhasa - Rehab & Wellness ,IN,2023-12-18T07:00:21.22025Z,401000,39101029,439
UCyqJzRE6SX3kgT3cDjcnUxQ,FangYuan_QiGong | 方圆气功,US,2013-12-07T16:21:07Z,393000,57444538,995
UCBlFGjzJltu27T2osSMU6ag,Simply Kel,AU,2019-04-27T05:08:50Z,391000,143323167,1045
UCXu6UurQVWAf8Y8TDEa7FFA,JakeGoodmanMD,US,2021-02-05T19:44:20.335601Z,371000,235214054,632
UCjK0JEIipVfy1dyalzqKC1w,Nexus Nursing Institute,US,2019-04-21T18:27:03Z,371000,25361408,2181
UCVGXxMtRs07sOxtZGwy6cNg,MedPlus ONE TV,IN,2020-10-27T09:46:55.609726Z,366000,117050746,10310
UCDRNH6sKHH7ylrTms2CG2bw,Shobha Rana,IN,2022-08-02T07:36:45.353348Z,357000,41749461,1073
UCfcYpCpAmc9e8WdJyqDUTfg,A True Story ,GB,2010-07-21T13:34:40Z,357000,119975291,301
UClIZqOLqUCro7bKztUjYCNA,Doctor Ali Mattu,US,2014-11-04T20:31:41Z,355000,19757069,330
UCD7amT5yMTtEnAgVhA68vgQ,"Jeremy London, MD",US,2024-02-25T22:24:59.160196Z,353000,87314092,427
UCd1CT33NdLIg-tbQ0sVhjUQ,diplomaduck,GB,2025-05-30T10:53:31.810471Z,352000,97898225,184
UCSljO84JCPeaefyHe-8voIg,Manipal Hospitals,IN,2010-12-08T09:37:32Z,347000,130317067,8411
UCENqBB_xNax3mLX_WGLf2Lg,Lauren Kennedy West,CA,2018-12-11T17:55:22Z,346000,47165070,458
UCg_RWBLSYxRjSIkNVyZ5EFg,Mindcore,,2024-02-08T22:00:58.999244Z,345000,170055014,277
UCogWI9kVVvmRRPzzQBrOwzg,Dr. Scott Eilers,US,2019-07-30T02:51:46Z,343000,27324913,645
UCBMKymQczkDxCpE1R2vvA4Q,Joshua Becker,US,2012-07-20T19:16:52Z,339000,45572782,463
UCIrgpHvUm1FMtv-C1xwkJtw,Arizona’s Family (3TV / CBS 5) ,US,2007-11-01T23:06:10Z,339000,273291894,56057
UCd3dxTJ4ZaqaJkWEsmixRAw,Human Garage TV,CA,2015-10-27T04:52:14Z,334000,33054573,2685
UCJz6D9ZkmR9XnK0p6sdXcdg,Nursing Wallah by PW,IN,2023-09-10T05:04:00.896667Z,315000,32761588,2465
UCPsLq0LqvMOk9Zc1rQvtMkw,MTV Access,US,2017-09-25T18:56:15Z,304000,45711147,371
UC3D_9I-J55xMp9jsRt5mTLA,Sadaxe,,2022-10-01T18:58:29.702234Z,303000,124267409,472
UCjq8zR8uB_FUaOc4oZRgmfw,The Workout Witch,US,2021-05-27T19:28:26.194746Z,301000,70723574,2253
UCAzZQUlj_tpj6HPNmEFetqw,The Skinny Confidential,US,2012-08-09T06:59:14Z,299000,98069460,2807
UCT_CSXR_a20b1_fR6VMjp_A,Alix Earle,US,2022-07-02T03:04:50.935907Z,298000,38617361,269
UCrI4mJ4-vYsRUCZ8dV56u_A,Dr. Richa Tiwari,IN,2021-06-04T09:51:49.698238Z,298000,32743064,592
UCXQZTtGgsy6QHH2fg-OJ_eA,AMAZE Org,US,2016-02-18T19:06:26Z,297000,91800951,353
UCKhKpuOaA8QnakkEo2PCHrQ,Hair and health With Dr Vikram,IN,2016-04-11T12:31:00Z,291000,32920858,365
UCApL0DjgL7e1ZmvMM40A9Uw,Dr James Gill,GB,2018-11-08T22:57:18Z,283000,84628751,981
UC9yRXKq58_XkpeOcKjwqyjA,Angie Martinez,US,2020-04-02T17:37:27.677522Z,279000,26927172,386
UCObsREXyFhKMS2oZikEoVnw,Using My Story,US,2020-04-28T15:16:14.228922Z,278000,193350300,2557
UCtoKByj-R4AK7nsYxDTLDDg,Hayley Honeyman,CA,2011-11-26T22:03:59Z,278000,84882217,524
UC9ha3sh4YTCSK83dH6OlWTw,WTVR CBS 6,US,2011-04-07T15:49:53Z,277000,209500216,53148
UC_zQoiPtBDvsThGroagm3ww,Psych Hub,US,2019-04-17T02:09:45Z,277000,40339875,578
UCmUpllWyvJ2eNCbZcNBJb4Q,TIFF,CA,2005-09-24T09:14:20Z,274000,289618700,7925
UCOWpx-i3DaGwf4WHIT5trWQ,Relax for a while,CA,2010-08-30T01:36:09Z,269000,31332092,247
UCE83i5yn_YQ1HnFO027BnnQ,American Medical Association (AMA),US,2009-05-14T20:02:22Z,266000,13180820,2505
UCVKems7KyqcdPDpq2hciKYg,"Kojo Sarfo, DNP",US,2013-03-21T03:55:36Z,265000,166505956,4610
UCTIwkODdVD-YbVL064tHehw,"Dr. Ethan Melillo, PharmD",US,2021-12-23T18:01:39.520628Z,258000,234547444,1806
UCSDO9_MeVGzzN_twa0ze7fw,Kirk Cameron on TBN,US,2021-10-18T22:08:50.600961Z,253000,22486978,418
UCSwSbA-kXBNew1nFcKxk1Ew,Heart,GB,2010-01-25T16:41:54Z,248000,205008002,1720
UCN_7dc4sLyV3VYREV6gumsw,Barbara Heffernan,US,2015-03-10T19:04:37Z,246000,12892594,807
UC58DpzFfdSKTzpzPw393eiQ,Hayes Warner,,2021-12-21T21:30:58.345479Z,245000,76214690,416
UCbXMoF3-74hj2lhLCIp3C-A,Understood,US,2014-07-07T18:58:23Z,245000,51241078,1661
UCBXGwTI8A_21ypfGoQKrlOA,Dr. Kilimanguru,,2010-09-25T02:49:19Z,244000,32047163,332
UC1HE3FmZKWd4T0FAuTXC2XQ,Polar Warriors,US,2017-08-01T22:54:33Z,243000,15916433,190
UCLiWQk8JzhNRcNiDKk4dpaw,American Heart Association,US,2007-09-28T20:55:57Z,243000,112321085,4569
UCh6HDKcLwJioBBRSprqfezA,The Anxiety Guy,CA,2013-05-21T00:09:13Z,243000,26130174,1673
UCrmdj2x2Va7I30cBqWfXE7A,The Squeeze,,2022-12-01T21:10:33.792057Z,243000,26029568,903
UCF11Yrx9bAy2Q6j6lgo0JwQ,Health,US,2008-04-16T18:27:08Z,238000,60103106,1497
UCJChwVC-vzT9V_YuXDP_1wg,iamsuperbianca,PH,2014-01-03T13:38:03Z,238000,17420871,601
UCQPAq4FQ9IxSLYtfmrfW-EQ,Pretty Basic Podcast,,2021-07-30T00:56:15.182357Z,238000,60969705,474
UC9jpWhLL36llg1gvesoNlMw,JJ Virgin,US,2009-09-10T15:46:42Z,235000,14284386,880
UCbVg41jzM8UroywvEr73Pdw,NHS,GB,2007-07-15T20:12:05Z,230000,50313806,479
UCmtg8tJSGC7wQw-fjsAkoaQ,Zure,US,2021-03-18T21:22:48.404369Z,226000,159716423,350
UC1xly1FdiIE2s8c5wUr2dgw,Doug Bopst,US,2015-03-05T16:44:39Z,223000,23311591,973
UCzdkZv6--BWsUQ9rKUtQ1TQ,Norwich City Football Club,,2011-09-01T10:43:48Z,221000,81402792,5029
UCF5ihzEexpCOluB2AA9oh2Q,The Tapping Solution,,2007-08-04T04:00:48Z,220000,16970675,299
UCzOboYYas9UNLo0fHHkj-qg,Zoltan Kaszas,US,2006-07-12T22:59:44Z,217000,50473770,908
UCoGmebBOtAX9LM_uLn272Vw,Cassandra Unfiltered,US,2020-07-25T03:35:25.722917Z,213000,108508408,121
UC3ClvnrcrC-3wr27fz_HlIQ,OCD and Anxiety,US,2019-05-15T14:53:49Z,205000,22859664,536
UCrcFAIqpxIimu8motqDF3xg,Mayur Karthik,IN,2022-11-16T12:05:45.66835Z,204000,56881432,388
UC6ixzODPAdgVdY9aoSlPPew,Everyday Health,US,2009-12-23T19:34:50Z,202000,42914045,2017
UCvXwjJtfWv48fPT5LSgvyTA,Erik Richardson D.O.,US,2018-10-15T19:01:12Z,202000,19358267,123
UCbuHqu3ZdOTwLyX9HTEErfw,BetterHelp,US,2014-11-23T22:58:38Z,200000,40043584,224
UCmPnj4g6i8cY6FVNDRB9q0Q,Memorable Psychiatry and Neurology,US,2014-05-05T22:23:53Z,200000,12618040,75
UCJrOaDmUVrlaOYvjjvvk7pQ,Banijay Bluelight,GB,2020-01-08T10:39:19.853613Z,193000,62267901,1018
UCmsyNlr8Go0g1d4VcAqBC9A,Stephen Prado,PH,2020-06-16T11:26:43.121772Z,193000,12348380,78
UCbnYegg5slRz5u0irTvVGBw,Combat Craig,US,2019-04-10T21:17:47Z,191000,35569435,1273
UC3OywwaprwNKKMtUN8idoag,JHP Medical UK,GB,2015-03-10T20:47:33Z,186000,44759232,261
UCT0HW8jp8xDuczBnO7Kg7rA,Dr. Josef,US,2022-12-12T01:47:38.250201Z,183000,23334099,1049
UCOlCro5D_AGpsAb1e8N2ldA,"Dr Ashish Mittal, MD (AIIMS)",IN,2007-11-24T09:05:54Z,182000,14020690,229
UC60K5WIeDKvsJk2hL0QLYwA,Art Of Living | Shorts & Stories,,2010-06-26T08:50:21Z,166000,22501702,447
UCqpUgS2PCKtqnUpwMTxGgoQ,What's Your Story? With Steph McMahon,,2025-03-13T19:57:25.135062Z,166000,22835735,257
UCqN8NbO3fJLDNzipNaU018w,Learn with NAP,IN,2023-10-15T13:49:35.412456Z,157000,166311559,590
UCpWqic8coF9xZtk8qhNXURA,Namaste Yoga Classes,IN,2016-07-27T10:58:39Z,152000,10925664,1231
UCd7t_9FqqE9eYWBE3r1ZZOg,Caring Medical & Hauser Neck Center,US,2010-04-26T18:35:58Z,148000,25431864,955
UCuiJB3jUf30fbB2ZrbpNi_g,CLS Health,US,2019-08-28T14:35:50Z,148000,98958463,787
UCF4jdnof7ZnydEgUfmoxvSg,National Institute on Aging,US,2008-10-01T14:18:37Z,146000,14735273,422
UC-IKhof34ezgSUTiAx8momA,Asadology,IN,2021-08-20T20:52:10.15708Z,145000,70961720,108
UCFT2C_WiqIpfpLiwXByxxXg,Dr. Meghana Dikshit,IN,2018-01-30T06:45:34Z,144000,10089869,1102
UCgkoa0ywg33vpfY5dYtg2TQ,Metronade,US,2015-04-04T21:08:59Z,136000,60442833,152
UCC7hyNNi1Td5P366tKtrmzA,Mainstream Reiki,US,2017-09-04T11:29:45Z,130000,14840216,594
UCGL8o7_jdcgybEAKlNojsng,MU Entertainment,PH,2022-09-28T10:04:35.774129Z,128000,25234631,1920
UCn4xsdnwE4FEK3YPw9nUKCA,Sunnybrook Hospital,CA,2007-09-26T15:25:59Z,126000,51896273,972
UCzdaFtpPWb-Pn6oYXQTCnxA,University of Nottingham,GB,2009-02-11T09:09:58Z,124000,25689453,2831
UCMnGGc9JkhR6v5g8z4kDVdQ,Dr. Becky Spelman | The Human Pattern,GB,2011-10-14T12:28:13Z,123000,16061072,613
UCJaUaqWbSdyTklGsWnuFtMg,My Peace Of Mindfulness (Guided Meditation),US,2016-07-11T14:52:36Z,122000,14426363,438
UCNOEHRMn_6dezcTpHa0qUZw,Dr Indranil Saha,IN,2013-09-08T17:21:20Z,120000,17224254,701
UCxdM_BlltGbSjch5BVzrhag,Stanford Center for Health Education,US,2017-02-15T00:11:46Z,120000,33491407,923
UCBQwNB_YphlLqnOpAtEzZdg,Oxygen Advantage®,IE,2011-12-21T10:28:18Z,119000,14674661,616
UC7EkQ8IjIPbJRgBryWHTDeg,Shaan Kassam,US,2008-10-18T22:21:39Z,117000,16122468,1560
UCBS3TSMoT-9VpQ0Jabu1ayA,Get More Confidence,US,2013-06-19T17:54:00Z,115000,8812045,1058
UCn5hg2riwFTCNif80JbaA8A,Allie Ostrander,US,2015-08-27T01:11:28Z,114000,67157532,654
UCtUQZC8GOW4UuNPHGJ3ONYA,Mel Robbins Show,US,2019-02-12T17:46:18Z,114000,2603049,148
UC4gDcpliWW_W3d09E3Ihp-Q,Bupa Health,GB,2008-11-13T14:03:47Z,113000,38049380,574
UC-FQDWDpoHrxB1WG99izK8g,NationwideChildrens,US,2008-02-08T16:42:02Z,106000,54014396,1824
UC7tL1NmQ-wx9XuPrAj9spFg,TherapyToThePoint,US,2021-03-04T01:16:01.94468Z,106000,23531317,1185
UCW0vK4fFc2iQdvxtFZutsdA,Mental Health Center Kids,US,2022-10-27T23:47:14.307091Z,105000,7567468,197
UCS7wVohIwd66b95xyuw7DFQ,Rikki Poynter,US,2013-06-17T02:14:40Z,99200,11938415,964
UC4SXMLUeOr9D2r870wtXNQw,Self-Help Toons,,2011-11-09T05:59:29Z,97900,7707768,209
UCllyIkZaUy2zg-smrWiahow,News 3 Las Vegas,US,2011-07-13T18:02:04Z,96600,67890314,13270
UCRXo36WFcQCZ3P63R_jAIiw,Whitney Meade,US,2009-12-07T00:26:41Z,93700,3718574,218
UCARyD-qUUNc2GxTc0aqSVLA,Dr Baritz,US,2012-01-29T22:03:45Z,92500,7487494,2887
UCKQaSdgFK01UyVdv6-Up1mg,The Mighty,US,2015-02-20T21:00:53Z,92500,28605503,720
UCU5aEY3YF7iGgzmWuONJGTA,Kamran Sharif Life Coach,PK,2018-05-03T11:29:14Z,91200,8498377,1655
UCY_3K_TzFihulqyp18U0Xkw,Panic Free TV,,2016-04-21T07:06:11Z,90500,5950899,10
UCcakm7T9YgnrWYL4g15Drgw,Peter Crone,US,2017-06-23T04:02:29Z,90200,5113640,378
UCacg8HOfIUfFSUl2qk5m1sA,Metabolic Mind,US,2022-08-03T19:42:10.992885Z,89100,6317979,555
UCICTBxaF6pg6LT8Q-s1lwEA,Dr. Vikki Petersen,US,2008-04-16T16:38:54Z,89000,8820252,1732
UC-HOWQ4mntNT2nJPLrkLp2Q,King4Motivation,US,2023-09-15T23:31:27.995678Z,87300,94472323,268
UCzoP7l5bzSzi2gUUNn0I79w,Pfizer,US,2009-07-15T18:41:35Z,87200,54260539,1075
UCZ57VW_m_r8mE977nI9g8Iw,British Red Cross,GB,2007-04-24T10:02:45Z,86000,46024385,473
UCcu5m4OXFqKCqL2HaYREhcg,Apollo 24x7 ,IN,2020-01-21T10:11:12.091562Z,85100,69326201,1371
UCnbCIpMq4UH4T7V7RRKVuZQ,Dr Thomas Smithyman ,US,2018-12-07T02:48:07Z,84200,3985057,117
UCgM5ATbDAe9BSkgOQsEfV_w,TheCivDiv,US,2022-05-03T00:28:38.00825Z,83800,19111783,1008
UCGETKkDaF3yxRddqRQhzUrw,PsychotherapyNet,US,2008-09-09T16:40:43Z,82000,12553817,483
UCR5_ez7c5rhC6mIpcs6tAWg,SchizophrenicNYC,US,2016-04-23T04:00:56Z,81800,37439118,723
UCkOyAe5D7S-E6XUARPPslJA,Psychiatrist Prathap,IN,2018-10-02T07:45:05Z,81700,4664921,183
UCvEEAkomQMQuXzpHKCalTiw,Radha Shrivastava,IN,2020-04-20T23:14:10.397194Z,81700,5623353,113
UCLgQ26KnBknfgcYia5d9HYA,Psychiatry Clinic,PK,2019-06-17T17:36:38Z,81400,6366876,359
UCcRgZlgsk5m-aDQa_d6BTkQ,Social Security Disability Videos,US,2014-03-17T15:56:25Z,81300,14422472,632
UC4dfPr99Li48s01eQludDZg,We Talk Menopause,GB,2010-07-22T12:51:11Z,80200,9323829,1282
UCXg6YK1IDwa1oRL0AQLFgoA,Healthcare Tutorials,IN,2020-03-15T06:05:03.290579Z,79900,9238983,170
UCUpOvIIWABhYKqxrls-vcVg,Dr. Omar Danoun,US,2011-07-01T23:39:22Z,77800,8428946,630
UCeOVlablXiob00hPnr4bghA,Mike Mandel Hypnosis,CA,2011-03-11T21:15:21Z,77000,6872484,1635
UCQrgetn1CTBp3aa3xzbeXJw,Yale Medicine,US,2016-07-11T19:47:27Z,75000,10197589,590
UCAW4errJTLCXfidRJd9wxUA,Kari Anne Wright,CA,2016-07-13T00:51:54Z,74600,7393693,357
UCXi0dQQOfKJl6s2o0KtWQdg,Diabetech,US,2021-05-31T18:31:33.270637Z,72800,8991071,601
UC5rhde2RHYNSF8aYKO-OHlw,Think Fast Talk Smart,US,2011-10-19T20:48:47Z,70600,1866226,384
UCZrNVG1fJIgqYjv2YwumzKA,Dr Alex Howard,GB,2012-01-27T18:36:56Z,70500,4374051,640
UCxh5nrF_F7x3iV9Oc9hYddg,Unfinished Apparel,,2023-12-22T17:00:27.286759Z,67300,84481068,204
UCd_XOjIb81hCJyWux1pn4Mg,Psychlopaedia.org,AU,2017-01-20T01:35:30Z,66100,5930183,8
UCuzO6brMrOG-aW74V2-f0wg,Micheline Maalouf,US,2018-02-24T17:35:51Z,66000,16913349,375
UCwHkqPt5s-FrG53n4nOUsvA,DARE,IE,2007-12-07T22:22:08Z,62700,8189362,347
UC-9pWdV6crNUefhMOu-f6mA,Mind Core,PL,2024-01-04T15:07:36.480663Z,62200,38344011,155
UCm_I6Xwqg5j3DjMNbKqs1mA,Buteyko Clinic International,,2007-11-27T19:06:39Z,61000,7248810,394
UCrHgvBtSkKqoPLJ7T2kq1VA,Sporty Beth,GB,2009-09-06T16:47:43Z,60600,58686058,1041
UCtZ1DnVrDP_raNQp955XYvw,Psychologist Jayesh,IN,2011-12-12T09:27:57Z,59400,7289939,959
UCJzijIM4ED3ukn0GJRWZwhw,Mark Freeman,CA,2011-09-16T19:28:18Z,54900,7146483,531
UCrwYbQ77lPnKWdjIIh5iWCA,SchizoKitzo,US,2020-11-17T00:38:26.196936Z,54100,7929116,363
UC5PUzAUS4RZA-adPlZmk7OA,RENOVA Hospitals,IN,2020-12-02T10:56:57.278874Z,53800,20288001,1694
UCgTog8jKIbcUod_MwJ7fc8g,Joe Leech (MSc) - Gut Health & FODMAP Dietitian,AU,2012-05-01T03:53:55Z,52400,7675931,432
UCMoieoGtNZwqk91-y9SL7LA,Baby Cow,GB,2021-05-17T11:47:48.711528Z,52300,38254973,734
UCReDWMUKq4qyUr7ZRcXMpRw,House of Medics,GB,2020-11-28T13:40:28.165658Z,52300,34050462,556
UCmHQJaOerTsZJfOtiYz4sOg,Dr. Judith Joseph,US,2019-11-23T21:32:59.926144Z,52300,47735094,1414
UCWXyVqHXtpJUJDgwh0aVHXg,NurseStudy Net,US,2014-10-29T02:49:29Z,52100,3307440,571
UCTXut4v0tk0eTA3KYUSK5_A,Therapist Aid,,2014-08-03T15:30:20Z,51100,6705604,17
UCxe5Wpl9uZkgKMFnvuK9RMw,Paige Pradko,,2016-12-11T17:46:27Z,51100,4085909,504
UCMmk7_1qg4O6wlzmCwB7Gdw,1stdrive,GB,2008-05-13T07:06:22Z,49700,12486474,854
UCdffQ5SsQaXnHDC1TSoF54w,Doctorpedia,US,2018-01-17T14:52:19Z,49300,11925692,559
UC_t0jGeR8M4vCPSb68itjRQ,Dr Liz O'Riordan,GB,2013-11-28T14:12:14Z,48700,6826942,649
UClhfQIpQRLOcJPyquv7oHUA,Dr. Mayank Agrawal,IN,2014-03-15T15:48:17Z,48700,12944136,328
UC0kcFbtKTaC3JYnvPR5LI8w,Mitra Keluarga,ID,2019-04-27T04:28:06Z,47900,11726098,1004
UCoFHJn0HUsV6KXsmik8WVHw,American Addiction Centers,US,2012-08-28T18:07:26Z,47900,15855997,1361
UCNTn02DED1jvkx5DbwFYdYA,23andMe,US,2007-11-20T22:31:58Z,46800,20132866,260
UCyovyLESZPM0svbLWZfNQfw,Robert Sapolsky,,2023-11-10T00:35:10.051868Z,45800,2158748,95
UCnJbIJ2DO3QGnLxFxTTlMkw,Healthline Mental Health,US,2009-02-08T02:14:07Z,45000,5428629,651
UCHhc1ZH-RoeQU1kC0zSH9mQ,Anxiety Fitness,GB,2021-02-26T10:39:59.008108Z,44400,8818367,961
UCAyvThJD7uYKJJNkrAFkLVw,BLÜ EYES,US,2020-05-19T17:13:01.080835Z,43700,16413857,467
UCMouQO5FI6eXdoU76l1td0A,Depersonalization Manual,IE,2016-01-28T12:46:16Z,42600,3828919,394
UCXt28Zhpt1ijpMsuOBbHIbQ,Sasha Hamdani MD,US,2018-05-17T22:16:20Z,39800,13985906,666
UCxixkj09vzOsFXlW60qvbbQ,MedBoard,PK,2020-03-21T15:21:58.854923Z,39200,7750263,111
UCxHftfd8_nh_3Y1suOaOhTQ,Dr Russell Kennedy - THE ANXIETY MD,CA,2017-03-09T20:03:35Z,37800,1205097,143
UCqqLyzF-oe8bG7gkTnev-3A,Martin Burridge,GB,2015-04-24T19:14:59Z,36700,3448324,256
UC-DAjKLGdUJqDn5c-cJf1OQ,The Speakmans,GB,2007-11-27T16:18:06Z,36000,4903448,608
UCgJb03D9MtxZ78AxjTmTrEQ,Kelsey Lamb,US,2016-09-20T19:25:57Z,35100,19887764,477
UC_itoMB_ApGaiFsg9MRhkEw,99.1 JOY FM,US,2015-11-10T16:08:39Z,35000,5414990,335
UCsCwJH_tsOK3bMCIU5Qtphg,ilovepanicattacks,,2009-11-05T09:01:04Z,34900,1911217,11
UC_wvKpDd7xmm4ngj0mruK_A,ADAA_Anxiety,,2009-01-22T21:34:27Z,34700,6740729,493
UCkEcIJtU_OvXGVaRtDqETTw,"Dr. Max, MD",DE,2023-01-16T10:42:50.245622Z,34500,29160529,1010
UCQIJTuLWi_iaCZorZKFMgzg,SuperNormal —Dr. Trish Leigh,US,2018-07-12T15:39:12Z,34000,1861492,943
UCCDsfk3QrvshHoNcsIIfjnA,Andrew Major - Stronger Minds,GB,2019-08-23T16:06:05Z,33700,3258053,98
UCg1KW3y2qkPGo86yY1UGVPQ,"Vivid Visions Optometry, Inc",US,2018-08-01T21:40:12Z,33400,19352149,2233
UCYyYMc8M0DTP8c_RSlkJoFw,Film Companion Express,IN,2022-07-09T10:08:35.772677Z,33100,32810390,514
UCHxQT9aGvGBW5lh8n9sqeDA,The Heart Doctor,GB,2021-01-03T22:18:11.51792Z,32900,2456831,80
UCMZ7zDZqySr-DBkknvU7v6g,Nirvan Hospital - Dr. Deeptanshu Agarwal,IN,2016-07-22T06:09:05Z,32400,8759865,401
UCotBAVkS5Fdd3byBwLDw65Q,Priory,GB,2015-02-23T15:47:57Z,31700,4059213,174
UCwEXP4Ian_hr2cPXIixulNQ,GoodPsyche ,IN,2020-01-23T11:37:18.62618Z,31600,5878339,178
UCPsHraybgqSCHorAcg7Y8Tg,Rush University System for Health,US,2009-04-10T20:31:52Z,29600,13627715,1439
UC9eK4vaQfHx1Tx1_7mwELOg,OCD Recovery,AE,2019-11-30T11:52:03.562993Z,29300,7187793,4411
UCB3uMyors70e__fbHOLcc_w,Dr. (Prof.) Rohit Gupta ,IN,2022-10-20T11:19:18.163266Z,29000,6092495,350
UCEUJz86eCtUsXBMssYoC6pA,Dr Sophie GP,GB,2018-09-02T15:00:23Z,28300,10350031,193
UC6O6lUwRr6_3I29WqSbqiKQ,"Dr. Ryan, MD",US,2018-06-06T01:12:30Z,27600,17067638,139
UCXDCsUvusT0A6Nd_KrSjhSg,The Khatri Tribe,IN,2020-01-08T17:51:23.063136Z,27300,5353529,459
UC7WmdqnETL3gCmWruBF0tpQ,FamilyLife®,US,2009-10-30T20:31:55Z,27200,1964505,825
UCKk4Kcdcl20Yg63jfmemDMg,CDA NextPrep,IN,2018-09-22T12:24:08Z,25600,924161,90
UCaNzWjA23x9EvaVU3jYw15A,NAMI,US,2008-03-07T22:03:02Z,24900,6668275,625
UCy7NJBPAEslhIkyo1a7e-fQ,Psychology Delhi | OCD TREATMENT,IN,2019-01-30T16:43:06Z,24500,3856300,1385
UCfipppU72EERUGGIAWZ-wjg,"Brittani, NP",US,2020-03-24T22:27:01.417627Z,24300,1777036,263
UCtMoneNPItF1g5xzxa3ChaQ,Nikyyoga,,2020-03-19T20:28:56.427623Z,24300,189621,125
UCecBK6fVVDLE3YA6uS44_Gw,"Melissa Shepard, MD",US,2020-02-10T19:25:12.052606Z,24000,2928259,277
UC-QK1-aom9ns2oUrL2lSOzA,Half Genius,US,2023-07-04T09:51:24.994001Z,23400,3163601,28
UCw0kowwQbxuctTRnPjVdsag,Bicarakan ID,ID,2020-04-02T15:41:28.247251Z,23300,2590847,277
UCIsJwaVGn8TU_bt7qmiIPJw,tylerhateslife,US,2018-07-21T05:56:27Z,22900,3421478,45
UC8sldCVKdpkQsbA2r0Vf-rQ,Medical Channel Asia,SG,2019-06-20T06:59:52Z,21300,9044912,904
UClU2QM8FZZ5sjoVxNT8NTIw,The Anxious Truth,US,2015-02-03T16:27:16Z,21200,1832429,793
UChSOAXPl_jKvXz_bA32TFtw,ehealthyinfo,US,2022-12-13T16:35:23.519188Z,21000,4160821,1459
UCRScf9Xg-01dSntkWyuXKAA,SMQ - partner in emotional health,US,2023-10-12T11:14:02.104977Z,20400,1527798,454
UCaaywi6nWB4zzpqBCMvxbsA,Shrinks In Sneakers,,2017-01-09T02:58:46Z,20100,2451261,574
UC8QKZGyO9enPl9pnxLXcuDg,Liya Huang,,2010-06-20T00:10:07Z,18900,30683521,243
UCSCtfxKDdvraC0w0fzkeP_w,Hans Kang,CA,2020-01-27T22:10:17.949124Z,18600,39926415,71
UCKEUZMZypDOUtEWrwm_WFww,Jesse Katches,US,2017-12-21T23:04:35Z,18300,7039940,449
UCQJ_ewnSqrpFjHWmIHEoZbw,Obscurience,RO,2025-08-21T16:45:53.858274Z,17900,1931162,35
UCCEaS-XCf-I6dLJce58Ev4g,SleepyHallowVEVO,,2020-02-24T22:04:08.169758Z,17800,318105309,20
UC5pqvIYuVQmxWIwmItQbKqg,Treat Dizziness at Home,US,2023-07-02T19:04:30.987226Z,17700,3529375,656
UCfzeVKoqC708T0sFamU_BrA,Trey Tucker,US,2021-04-20T03:33:31.042695Z,17100,4955114,514
